,Unnamed: 0.1,Unnamed: 0,text,scores,boxes,centroid,source,latitude,longitude,nama,kategori,telp,alamat,website,last_review,date_last_review,last_review_rating,link
41,41,41,sukagoogle,0.9877055287361144,"[[938.0, 842.0], [1023.0, 856.0], [1020.0, 876.0], [935.0, 862.0]]",POINT (979 859),"https://www.google.com/maps/@-6.9201876,106.9307722,20z?",-6.9207397,106.9308448,TKK BPK Penabur Sukabumi,Sekolah,,"Alamat: 3WHJ+P85, Jl. R. E. Martadinata, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,Gurunya ramah ramah,2 bulan lalu,5 bintang,"https://www.google.com/maps/place/TKK+BPK+Penabur+Sukabumi/@-6.9201876,106.9307722,20z/data=!4m6!3m5!1s0x2e684830d12badd1:0x453de89d8749d336!8m2!3d-6.9207397!4d106.9308448!16s%2Fg%2F11bwh71t7f?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
42,42,42,cimb niaga atm,0.9475990533828736,"[[1597.0, 857.0], [1732.0, 866.0], [1731.0, 887.0], [1596.0, 879.0]]",POINT (1663.4783006984999 872.2165349822512),"https://www.google.com/maps/@-6.9201876,106.9307722,20z?",-6.9207756,106.9316443,Cimb Niaga ATM,ATM,Telepon: (0266) 14041 ,"Alamat: Jl. R. E. Martadinata, Kebonjati, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43113 ",,"System antri yang jelek, saya antri mau penggantian kartu atm yg ilang sampai di selak 6 orang yang mau buka rekening, kartu antri fungsinya apa??!! Saya dan yang mau buat rekening baru stasus nya sama ga ada yg prioritas mba dan mas satpam, semua orang punya aktivitas lain semua orang sibuk ga bisa kaya gitu system antrian nya.",sebulan lalu,1 bintang,"https://www.google.com/maps/place/Cimb+Niaga+ATM/@-6.9201876,106.9307722,20z/data=!4m6!3m5!1s0x2e68483715db3d1f:0xfcda1edf8b4e57a1!8m2!3d-6.9207756!4d106.9316443!16s%2Fg%2F1hhgjxrkc?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
43,43,43,kostan moedjiman (),0.9656322002410888,"[[900.0, 2.0], [1050.0, 2.0], [1050.0, 24.0], [900.0, 24.0]]",POINT (975 13),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",,,,,,,,,,,
44,44,44,sate h. ac,0.917625606060028,"[[1004.0, 52.0], [1066.0, 52.0], [1066.0, 66.0], [1004.0, 66.0]]",POINT (1035 59),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",,,,,,,,,,,
45,45,45,o rumah teman,0.9684329628944396,"[[1062.0, 90.0], [1186.0, 90.0], [1186.0, 118.0], [1062.0, 118.0]]",POINT (1124 104),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9185498,106.9309044,Rumah teman,Kedai Kopi,Telepon: 0857-000-035 ,"Alamat: Jl. Syamsudin. SH Gg. Ajid 2 No.4, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,7 bulan lalu,5 bintang,"https://www.google.com/maps/place/Rumah+teman/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e684916db258a93:0x711eb831a8728a11!8m2!3d-6.9185498!4d106.9309044!16s%2Fg%2F11ts18vhnf?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
46,46,46,o dirza coffe naga,0.9633308053016664,"[[1704.0, 102.0], [1836.0, 102.0], [1836.0, 124.0], [1704.0, 124.0]]",POINT (1770 113),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9185703,106.9317844,Dirza coffe naga,Kedai Kopi,,"Alamat: 3WJJ+HPF, Gg. Adireja, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Dirza+coffe+naga/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e68490030058993:0x1617775079afedc2!8m2!3d-6.9185703!4d106.9317844!16s%2Fg%2F11vt0j45bc?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
47,47,47,w mr cane,0.8780462741851807,"[[1521.0, 207.0], [1602.0, 212.0], [1601.0, 234.0], [1520.0, 229.0]]",POINT (1561 220.5),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9187148,106.9315395,Mr cane,Restoran,Telepon: 0895-1705-3897 ,"Alamat: Jl. Ir. H. Juanda, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/Mr+cane/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e6837a5714a0c45:0xf842155693eae409!8m2!3d-6.9187148!4d106.9315395!16s%2Fg%2F11jdvpg49x?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
48,48,48,masjid jami' ad-da'wah (),0.9380409121513368,"[[718.0, 285.0], [894.0, 285.0], [894.0, 305.0], [718.0, 305.0]]",POINT (806 295),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9188366,106.9307443,Masjid Jami' Ad-Da'wah,Masjid,,"Alamat: 3WJJ+F79, Jl. Syamsudin. SH Gg. Ajid 2, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",Situs Web: masjid-addawah.com ,"Lokasi strategis ditengah kota, masjid jami kecil namun rapi dan bersih.",3 tahun lalu,5 bintang,"https://www.google.com/maps/place/Masjid+Jami'+Ad-Da'wah/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e684836c6329aeb:0xb0565f81fef54b32!8m2!3d-6.9188366!4d106.9307443!16s%2Fg%2F11f01v53bc?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
49,49,49,mah ini terima,0.9674277305603028,"[[322.0, 343.0], [414.0, 343.0], [414.0, 363.0], [322.0, 363.0]]",POINT (368 353),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9188981,106.9298692,Rumah Ini Terima Kost Wanita,Hotel jangka panjang,Telepon: 0815-6329-8599 ,"Alamat: Jl. R. E. Martadinata Gg. Ajid I No.15, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/Rumah+Ini+Terima+Kost+Wanita/@-6.9188982,106.9295474,20z/data=!4m6!3m5!1s0x2e68483134dd448b:0xc465a14607ae3fed!8m2!3d-6.9188981!4d106.9298692!16s%2Fg%2F11gbtdl1kd?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
50,50,50,de chick fried,0.9708632230758668,"[[1596.0, 379.0], [1680.0, 379.0], [1680.0, 393.0], [1596.0, 393.0]]",POINT (1638 386),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9189493,106.9316043,De Chick Fried Chicken Dago,Restoran takeaway ayam goreng,Telepon: 0821-1000-4410 ,"Alamat: Jl. Ir. H. Juanda No.12, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,Tempat Nyaman 🤩 …,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/De+Chick+Fried+Chicken+Dago/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e68491b9781a06d:0xd343f7e599482402!8m2!3d-6.9189493!4d106.9316043!16s%2Fg%2F11g0h0f2lt?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
51,51,51,cikikim cake & bakery,0.962061882019043,"[[290.0, 415.0], [460.0, 417.0], [460.0, 439.0], [290.0, 436.0]]",POINT (375.65891472868213 426.7596899224806),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9190161,106.9299468,Cikikim Cake & Bakery,Toko Roti,Telepon: 0816-629-076 ,"Alamat: Jl. R. E. Martadinata Gg. Ajid I No.3 No. 17, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,setahun lalu,5 bintang,"https://www.google.com/maps/place/Cikikim+Cake+%26+Bakery/@-6.9189897,106.9295682,20z/data=!4m6!3m5!1s0x2e684836cb457ef7:0x60a2e39500c39688!8m2!3d-6.9190161!4d106.9299468!16s%2Fg%2F11dxlbvl9r?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
52,52,52,bapeda dago,0.9790747165679932,"[[1202.0, 409.0], [1318.0, 409.0], [1318.0, 431.0], [1202.0, 431.0]]",POINT (1260 420),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.918979,106.9312344,Bapeda dago,Restoran,,"Alamat: Jl. Ir. H. Juanda No.30, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Itu lebih baik daripada tidak sama sekali 😁 …,3 tahun lalu,3 bintang,"https://www.google.com/maps/place/Bapeda+dago/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e6849e2d9bf81a1:0xee167c6ad8259561!8m2!3d-6.918979!4d106.9312344!16s%2Fg%2F11j8mssd97?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
53,53,53,sukabumi bc 3,0.9763783812522888,"[[1184.0, 476.0], [1286.0, 476.0], [1286.0, 498.0], [1184.0, 498.0]]",POINT (1235 487),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9190606,106.9312359,SAGARASI SUKABUMI BC 3,Tempat Istirahat,Telepon: 0821-1282-2224 ,"Alamat: Jl. Ir. H. Juanda No.19, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/SAGARASI+SUKABUMI+BC+3/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e6849730c429c45:0x2b4d4a4d96c35d74!8m2!3d-6.9190606!4d106.9312359!16s%2Fg%2F11j4lgssfc?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
54,54,54,t karyawan/ti,0.9495354890823364,"[[74.0, 496.0], [186.0, 496.0], [186.0, 518.0], [74.0, 518.0]]",POINT (130 507),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9190959,106.9297201,Kost Karyawan/ti,Hotel jangka panjang,Telepon: 0812-1045-9275 ,"Alamat: Jl. R. E. Martadinata Gg. Ajid I No.18, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/Kost+Karyawan%2Fti/@-6.9190959,106.9293982,20z/data=!4m6!3m5!1s0x2e6848313391827b:0x45444bcb06f812b6!8m2!3d-6.9190959!4d106.9297201!16s%2Fg%2F11g9q3qyrg?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
55,55,55,pedestrian dago,0.9961605072021484,"[[1380.0, 488.0], [1514.0, 490.0], [1514.0, 512.0], [1380.0, 510.0]]",POINT (1447 500),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9190869,106.9313529,Pedestrian Dago,Taman,Telepon: 0859-4739-6950 ,"Alamat: Jl. Ir. H. Juanda, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",Situs Web: kdp.sukabumikota.go.id ,"Suasananya enak buat ngabisin waktu, nikmatin suasana sukabumi. Sebelumnya cenderung dominan dengan yang jualan, sekarang sudah jauh lebih bagus penataannya. Rapi!",setahun lalu,4 bintang,"https://www.google.com/maps/place/Pedestrian+Dago/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e6849d21f78bccf:0x8fcab11e73211ec6!8m2!3d-6.9190869!4d106.9313529!16s%2Fg%2F11mwrx_b5p?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
56,56,56,gki penginjil sukabumi,0.9506337642669678,"[[1046.0, 584.0], [1226.0, 584.0], [1226.0, 610.0], [1046.0, 610.0]]",POINT (1136 597),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9192108,106.9310964,GKI Penginjil Sukabumi,Gereja Injil,Telepon: (0266) 221670 ,"Alamat: Jl. Ir. H. Juanda No.20, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",Situs Web: sinodegki.org ,tempat bagus dan bersih,sebulan lalu,5 bintang,"https://www.google.com/maps/place/GKI+Penginjil+Sukabumi/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e684836c3048513:0x73e170af6edabc84!8m2!3d-6.9192108!4d106.9310964!16s%2Fg%2F11c6fb32_l?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
57,57,57,perkum,0.8865551948547363,"[[1076.0, 704.0], [1122.0, 704.0], [1122.0, 720.0], [1076.0, 720.0]]",POINT (1099 712),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9194023,106.9311034,Perkumpulan WNA (Warga Negara Ajid),Tempat Religius,,"Alamat: 3WJJ+6CQ, Gg. Ajid I, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/Perkumpulan+WNA+(Warga+Negara+Ajid)/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e6849b4f0ff1d57:0x6b02cb6e631ad216!8m2!3d-6.9194023!4d106.9311034!16s%2Fg%2F11l24bv422?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
58,58,58,epu,0.9863434433937072,"[[1308.0, 720.0], [1322.0, 720.0], [1322.0, 747.0], [1308.0, 747.0]]",POINT (1315 733.5),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",,,,,,,,,,,
59,59,59,ayam goreng dago,0.9386186599731444,"[[1384.0, 744.0], [1539.0, 739.0], [1540.0, 773.0], [1385.0, 778.0]]",POINT (1462 758.5),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.919431,106.9313606,Ayam goreng dago,Restoran takeaway ayam goreng,Telepon: 0857-2000-0939 ,"Alamat: Jl. Ir. H. Juanda No.8, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,Lumayan enak,4 tahun lalu,4 bintang,"https://www.google.com/maps/place/Ayam+goreng+dago/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e68496bef933233:0xd4d7a7b34d2036bf!8m2!3d-6.919431!4d106.9313606!16s%2Fg%2F11h51bm9g2?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
60,60,60,ave brewtherhood,0.9985701441764832,"[[174.0, 809.0], [290.0, 809.0], [290.0, 829.0], [174.0, 829.0]]",POINT (232 819),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.919507,106.9296383,Brewcave Brewtherhood,Kedai Kopi,Telepon: 0882-8957-6240 ,"Alamat: Jl. R. E. Martadinata Gg. Ajid I No.11, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",Situs Web: instagram.com ,,,,"https://www.google.com/maps/place/Brewcave+Brewtherhood/@-6.9195069,106.9293164,20z/data=!4m6!3m5!1s0x2e684906225f6ce3:0x78d78c8e37d0d8a!8m2!3d-6.919507!4d106.9296383!16s%2Fg%2F11gfjd6sn5?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
61,61,61,4,0.5422983169555664,"[[1210.0, 877.0], [1234.0, 877.0], [1234.0, 892.0], [1210.0, 892.0]]",POINT (1222 884.5),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",,,,,,,,,,,
62,62,62,transportasi umum  apotek  atm,0.9072654247283936,"[[992.0, 24.0], [1328.0, 24.0], [1328.0, 50.0], [992.0, 50.0]]",POINT (1160 37),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
63,63,63,impang botram,0.9997405409812928,"[[74.0, 122.0], [174.0, 122.0], [174.0, 142.0], [74.0, 142.0]]",POINT (124 132),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9174034,106.9295519,Simpang Botram,Taman,,"Alamat: Jl. Surya Kencana No.29-31, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,,,"https://www.google.com/maps/place/Simpang+Botram/@-6.9174034,106.9292302,20z/data=!4m6!3m5!1s0x2e6849aad0b0f365:0x5a5116020cdcf45b!8m2!3d-6.9174034!4d106.9295519!16s%2Fg%2F11vb6d4jfj?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
64,64,64,o gang makmoer,0.9715768694877625,"[[1360.0, 134.0], [1492.0, 134.0], [1492.0, 161.0], [1360.0, 161.0]]",POINT (1426 147.5),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9174261,106.9313277,Gang Makmoer,Kedai Kopi,,"Alamat: Jl Perpustakaan No.4, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat ",Situs Web: lynk.id ,,4 minggu lalu,5 bintang,"https://www.google.com/maps/place/Gang+Makmoer/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e6849159755c6cd:0xaad0578d29a008f1!8m2!3d-6.9174261!4d106.9313277!16s%2Fg%2F11tc9rtyxy?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
65,65,65,2,0.8097227811813354,"[[1519.0, 129.0], [1530.0, 118.0], [1539.0, 127.0], [1528.0, 138.0]]",POINT (1529 128),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9174009,106.9316897,ALPUKAT & DURIAN KOCOK 'INI ENAK',Kedai Kopi,Telepon: 0812-1362-2538 ,"Alamat: 3WMJ+2MP, Jl. Dewi Sartika, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Langgan ku pokoknya,3 minggu lalu,5 bintang,"https://www.google.com/maps/place/ALPUKAT+%26+DURIAN+KOCOK+'INI+ENAK'/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e684988a522a83d:0xc8510e66b0c24dd7!8m2!3d-6.9174009!4d106.9316897!16s%2Fg%2F11v0zvywd2?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
66,66,66,kota sukabumi o,0.9794066548347472,"[[1556.0, 153.0], [1696.0, 153.0], [1696.0, 175.0], [1556.0, 175.0]]",POINT (1626 164),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9174486,106.9317438,KOTA SUKABUMI,Perusahaan Media,Telepon: 0811-1030-334 ,"Alamat: Jl. Dewi Sartika, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: linktr.ee ,Tempat terbaik untuk menjalani hidup Anda,sebulan lalu,5 bintang,"https://www.google.com/maps/place/KOTA+SUKABUMI/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e68495c2b8ceb07:0xc13e690a4be8b616!8m2!3d-6.9174486!4d106.9317438!16s%2Fg%2F11sg324jhp?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
67,67,67,sudin.sh,0.977583646774292,"[[75.0, 199.0], [144.0, 223.0], [137.0, 244.0], [68.0, 219.0]]",POINT (106.24758301807482 221.34636401849517),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
68,68,68,o infosmi media,0.9548314213752748,"[[1353.0, 221.0], [1480.0, 225.0], [1480.0, 247.0], [1352.0, 243.0]]",POINT (1416.2345327158296 234.01389383683647),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9175403,106.9313098,INFOSMI Media,Perusahaan Media,Telepon: 0812-2030-2014 ,"Alamat: Jl Perpustakaan No.4, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43124 ",Situs Web: lynk.id ,,3 minggu lalu,5 bintang,"https://www.google.com/maps/place/INFOSMI+Media/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e68495326135c39:0x5cf36aaa57fa7530!8m2!3d-6.9175403!4d106.9313098!16s%2Fg%2F11gj727mxj?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
69,69,69,seecul coffee bar,0.992706537246704,"[[218.0, 235.0], [340.0, 235.0], [340.0, 255.0], [218.0, 255.0]]",POINT (279 245),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9175535,106.9299471,Seecul Coffee Bar,Kedai Kopi,Telepon: 0856-2440-9994 ,"Alamat: Jl. Syamsudin. SH No.1, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Seecul+Coffee+Bar/@-6.9175535,106.9296252,20z/data=!4m6!3m5!1s0x2e684836aacef687:0xbced4485369cfe0a!8m2!3d-6.9175535!4d106.9299471!16s%2Fg%2F11b6_mnntl?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
70,70,70,radio swara perintis o,0.9423218369483948,"[[1574.0, 245.0], [1738.0, 241.0], [1738.0, 267.0], [1574.0, 271.0]]",POINT (1656 256),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.91757,106.9317994,Radio Swara Perintis,Penyiar Radio,Telepon: (0266) 221286 ,"Alamat: Jl. Syamsudin. SH No.25, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43133 ",Situs Web: sukabumikota.go.id ,Radionya selalu menemani kalau pas lagi nugas di Sukabumi. . .,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Radio+Swara+Perintis/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e6849ec89362455:0xd6f8c98380963976!8m2!3d-6.91757!4d106.9317994!16s%2Fg%2F11hnvlns0k?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
71,71,71,? toko benteng,0.9644399881362916,"[[626.0, 277.0], [744.0, 277.0], [744.0, 297.0], [626.0, 297.0]]",POINT (685 287),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9176328,106.9303313,Toko Benteng,Toko bahan makanan,Telepon: (0266) 220636 ,"Alamat: Jl. Syamsudin. SH No.9, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,Arga hemat ekonomia,sebulan lalu,5 bintang,"https://www.google.com/maps/place/Toko+Benteng/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e684836a94bcf0d:0xc2a44387ed8c8ebc!8m2!3d-6.9176328!4d106.9303313!16s%2Fg%2F11hbgbmzdm?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
72,72,72,republik indonesia,0.978969156742096,"[[1036.0, 313.0], [1150.0, 313.0], [1150.0, 327.0], [1036.0, 327.0]]",POINT (1093 320),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9176457,106.9310665,Koperasi Pegawai Republik Indonesia Pemerintah Kota Sukabumi,Koperasi,Telepon: (0266) 223545 ,"Alamat: Jl Perpustakaan No.2, Cikole, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43113 ",,Pegawainya ramah,5 tahun lalu,5 bintang,"https://www.google.com/maps/place/Koperasi+Pegawai+Republik+Indonesia+Pemerintah+Kota+Sukabumi/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e684836a7a7d221:0x9266368503f74563!8m2!3d-6.9176457!4d106.9310665!16s%2Fg%2F1pzpz4ml6?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
73,73,73,boend,0.9949893951416016,"[[1870.0, 312.0], [1919.0, 318.0], [1919.0, 348.0], [1867.0, 342.0]]",POINT (1893.6929133858268 330.1417322834646),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9176712,106.9321791,BOENDA KITCHEN,Restoran Keluarga,,"Alamat: Jl. Dewi Sartika No.32, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Tempat nyaman pelayanan ramah makanan mantap wort it pokonya ga ada rugi²nyaaa makan di sni, sblakk hot plate nya pun the bestttt",4 bulan lalu,5 bintang,"https://www.google.com/maps/place/BOENDA+KITCHEN/@-6.9176714,106.9318571,20z/data=!4m6!3m5!1s0x2e684900437fed57:0xaad111237b3ba57c!8m2!3d-6.9176712!4d106.9321791!16s%2Fg%2F11vzfkzqhf?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
74,74,74,bagian organisasi,0.9896783232688904,"[[1413.0, 326.0], [1563.0, 335.0], [1561.0, 361.0], [1411.0, 352.0]]",POINT (1487 343.5),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.917697,106.9315715,Bagian Organisasi Setda Kota Sukabumi,Kantor Pemerintah,,"Alamat: Jl. Syamsudin. SH No.25, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/Bagian+Organisasi+Setda+Kota+Sukabumi/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e68490072c36733:0xfce4d403ff0af9d4!8m2!3d-6.917697!4d106.9315715!16s%2Fg%2F11y47929rb?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
75,75,76,pemerintahan setda.,0.9306807518005372,"[[1644.0, 379.0], [1776.0, 379.0], [1776.0, 393.0], [1644.0, 393.0]]",POINT (1710 386),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.917739,106.931932,Bagian Tata Pemerintahan Setda Kota Sukabumi,Kantor Perusahaan,Telepon: (0266) 226149 ,"Alamat: 3WJJ+WQ3, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: tapemkota.wordpress.com ,,,,"https://www.google.com/maps/place/Bagian+Tata+Pemerintahan+Setda+Kota+Sukabumi/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e6848369bbd7ad1:0x37fda2a455715cfe!8m2!3d-6.917739!4d106.931932!16s%2Fg%2F11fy2p_tgc?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
76,76,78,& andi florest,0.9985265135765076,"[[412.0, 484.0], [506.0, 484.0], [506.0, 504.0], [412.0, 504.0]]",POINT (459 494),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9178805,106.9301822,Ciwangi Restaurant & Andi Florest,Restoran China,Telepon: (0266) 221555 ,"Alamat: Jl. Syamsudin. SH SH No.10, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,Pelayanan kurang teliti..mentang mentang online nggak bisa masuk..padahal resto bisa lebih crosecek di banding driver ..,4 minggu lalu,1 bintang,"https://www.google.com/maps/place/Ciwangi+Restaurant+%26+Andi+Florest/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e684830ed671395:0x4efe349a068ea6be!8m2!3d-6.9178805!4d106.9301822!16s%2Fg%2F1hc3d22vd?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
